project_id,project_type,state,district,land_area_hectares,affected_families,legal_disputes,pending_approvals,approval_delay_days,compensation_percentage,documentation_percentage,rehabilitation_percentage,possession_percentage,stakeholder_response_percentage,historical_performance_percentage,sia_to_preliminary_months,land_record_update_days,objection_disposal_days,acquisition_cost_deposit_months,preliminary_to_declaration_months,award_duration_months,rr_implementation_months,official_benchmark_breaches,current_stage,latitude,longitude,delay_days,delayed
LA08996,Irrigation,Gujarat,Rajkot,163.49,229,2,0,53,74.84,65.88,57.7,71.96,77.0,68.73,12.03,54,67,4.34,10.72,16.84,21.58,3,Possession,22.290302,70.733358,358,1
LA08997,Power,Andhra Pradesh,Vijayawada,43.11,77,1,0,5,52.4,67.9,52.92,64.91,64.88,70.89,2.86,62,66,5.32,10.36,28.52,13.7,2,Compensation,16.579427,80.755272,97,0
LA08998,Urban Development,Rajasthan,Kota,40.87,17,0,0,16,58.0,78.5,52.07,80.29,75.93,60.55,8.77,65,48,1.45,5.87,23.94,16.24,1,Possession,25.082715,75.836555,34,0
LA08999,Airport,Punjab,Ludhiana,54.42,91,3,2,83,76.88,79.32,60.87,67.56,65.59,68.06,5.72,54,45,5.57,3.8,31.77,13.25,1,Possession,30.777093,75.78187,164,1
LA09000,Industrial Corridor,Madhya Pradesh,Jabalpur,56.15,10,2,0,46,56.3,60.22,50.62,34.16,67.48,77.29,10.27,66,79,2.69,7.14,20.0,10.52,2,Compensation,23.269644,80.039412,32,0
LA09001,Power,Tamil Nadu,Salem,19.1,28,2,2,241,74.61,59.3,66.2,64.17,50.11,75.75,10.56,56,36,6.38,12.49,25.31,18.57,3,Possession,11.62508,78.014825,361,1
LA09002,Metro,Rajasthan,Kota,204.26,264,4,1,48,49.04,47.65,67.86,45.76,61.93,54.97,12.9,89,63,7.79,8.33,23.7,24.3,5,Compensation,25.263824,75.96688,78,0
LA09003,Urban Development,Andhra Pradesh,Vijayawada,18.17,11,1,1,74,40.12,60.86,31.76,33.86,46.23,33.06,10.29,72,62,8.33,4.23,20.75,16.71,3,Award,16.411157,80.610558,5,0
LA09004,Airport,Maharashtra,Nagpur,417.74,221,0,1,60,24.27,47.36,50.72,45.07,41.71,37.96,4.38,65,56,4.3,8.46,25.12,11.92,1,Compensation,21.210926,79.165671,399,1
LA09005,Industrial Corridor,Telangana,Hyderabad,273.37,410,2,2,155,54.96,43.91,44.22,49.17,58.72,74.56,8.93,92,51,6.77,11.37,14.14,20.88,3,Compensation,17.434545,78.409746,481,1
LA09006,Metro,Andhra Pradesh,Kurnool,86.25,152,3,0,45,86.1,77.29,95.08,65.84,63.4,89.6,6.66,62,18,7.87,9.52,6.31,16.82,2,Rehabilitation & Resettlement,15.707853,78.135172,488,1
LA09007,Power,Maharashtra,Pune,83.86,82,2,1,60,47.18,48.58,59.16,30.68,59.29,50.85,12.83,58,30,2.74,8.48,38.12,7.97,2,Compensation,18.556524,73.633966,404,1
LA09008,Metro,Andhra Pradesh,Guntur,162.72,232,4,1,47,26.43,33.45,23.37,27.29,48.03,41.0,12.6,97,32,4.98,8.81,20.16,16.23,2,Award,16.362771,80.359024,10,0
LA09009,Railway,Maharashtra,Nashik,698.77,973,3,1,44,45.46,54.61,53.01,20.49,33.8,41.02,11.37,51,22,4.53,9.17,24.93,21.5,1,Award,19.96349,73.84699,318,1
LA09010,Airport,Uttar Pradesh,Varanasi,51.84,93,2,3,57,49.62,30.58,42.75,23.81,27.7,43.12,10.65,83,87,7.85,15.31,14.88,15.49,4,Award,25.239108,82.839462,526,1
LA09011,Power,Maharashtra,Nashik,118.13,105,3,0,27,57.85,51.35,50.67,50.99,58.8,64.97,15.25,55,13,1.88,5.36,19.59,17.54,1,Compensation,20.003584,73.594849,407,1
LA09012,Airport,Karnataka,Belagavi,236.74,176,2,1,75,25.68,25.3,70.02,12.26,17.51,31.2,5.55,69,46,5.8,11.31,10.24,14.14,1,Award,15.934295,74.512117,318,1
LA09013,Metro,Maharashtra,Mumbai,28.3,28,1,1,31,63.03,45.55,30.38,57.44,48.89,45.87,8.93,70,84,10.1,6.34,18.84,10.62,3,Compensation,19.082136,72.960583,359,1
LA09014,Highway,Maharashtra,Mumbai,22.73,44,3,0,12,56.32,51.46,55.84,85.71,62.08,61.71,10.56,75,55,9.68,7.08,19.97,4.0,2,Possession,19.168606,72.751249,10,0
LA09015,Airport,Rajasthan,Sawai Madhopur,43.84,62,2,0,17,61.19,79.86,68.83,61.24,73.33,49.5,6.91,30,50,3.15,9.21,17.98,16.13,0,Possession,26.086442,76.312954,389,1
LA09016,Airport,Telangana,Karimnagar,23.32,17,1,0,15,31.31,55.32,30.07,26.23,32.78,30.82,9.93,79,63,9.8,7.51,20.37,27.16,4,Award,18.507547,79.305926,456,1
LA09017,Airport,Telangana,Hyderabad,143.95,219,2,3,53,44.42,51.97,30.87,47.55,50.0,61.88,10.9,65,97,4.58,12.21,14.06,23.97,4,Compensation,17.450251,78.4576,487,1
LA09018,Highway,Karnataka,Dharwad,34.1,50,3,0,44,29.15,30.58,34.7,17.92,59.48,37.85,7.69,109,47,6.61,8.41,29.28,17.3,2,Award,15.569603,75.113864,404,1
LA09019,Power,Maharashtra,Nagpur,65.3,77,0,0,26,58.88,54.27,57.62,64.91,68.17,58.26,12.81,93,59,3.63,8.38,19.44,6.48,2,Possession,21.036446,79.032531,103,0
LA09020,Airport,Tamil Nadu,Chennai,38.77,5,2,0,52,59.79,73.67,60.49,79.92,78.55,86.65,9.45,46,5,1.43,8.64,12.88,10.76,0,Possession,13.253314,80.337383,13,0
LA09021,Power,Rajasthan,Sawai Madhopur,14.0,33,2,0,43,61.0,69.57,64.77,46.43,72.8,77.76,10.85,63,81,3.28,6.4,20.53,12.18,2,Compensation,25.933631,76.431682,336,1
LA09022,Power,Madhya Pradesh,Jabalpur,22.26,41,0,2,76,52.53,66.83,54.01,64.31,62.61,74.42,11.07,15,70,4.85,11.49,24.83,19.34,2,Compensation,23.026394,79.981214,39,0
LA09023,Railway,Telangana,Hyderabad,89.11,138,0,1,51,32.1,49.83,37.48,39.08,51.68,55.79,6.3,78,44,8.25,12.01,15.5,9.72,3,Award,17.282925,78.458283,412,1
LA09024,Irrigation,Telangana,Nalgonda,89.5,39,0,1,51,58.08,60.23,32.03,60.35,59.73,63.31,4.07,65,62,7.3,10.48,31.01,14.69,4,Compensation,16.992927,79.325443,62,0
LA09025,Urban Development,Maharashtra,Nashik,33.08,21,0,2,75,52.71,71.24,60.59,61.0,9.57,69.81,10.72,30,5,6.07,8.81,18.93,14.16,1,Compensation,20.068295,73.780392,39,0
LA09026,Urban Development,Gujarat,Rajkot,146.51,91,2,0,9,27.83,58.41,75.19,43.32,74.12,55.87,13.05,104,66,4.41,8.51,27.69,9.02,3,Compensation,22.462935,70.945481,35,0
LA09027,Highway,Uttar Pradesh,Kanpur Nagar,141.81,125,2,3,94,56.96,62.22,40.55,57.48,56.16,63.69,11.21,51,59,6.66,8.07,16.71,9.48,1,Compensation,26.39276,80.266216,341,1
LA09028,Railway,Rajasthan,Kota,89.15,19,4,0,30,44.61,52.49,59.22,57.95,63.17,75.82,12.19,60,53,2.47,9.55,16.37,12.37,1,Compensation,25.240357,75.885074,309,1
LA09029,Irrigation,Andhra Pradesh,Vijayawada,22.09,19,3,3,118,15.08,28.02,30.5,44.32,34.81,28.09,13.7,60,39,5.93,8.9,21.17,12.92,1,Award,16.471493,80.567159,473,1
LA09030,Irrigation,Madhya Pradesh,Jabalpur,24.13,47,1,4,140,54.11,61.63,74.99,59.96,67.6,50.64,11.83,77,44,5.54,2.0,19.4,9.37,1,Possession,23.242419,79.789123,297,1
LA09031,Airport,Punjab,Ludhiana,50.57,16,1,0,44,73.31,74.43,59.59,74.58,74.47,85.06,6.98,45,7,6.67,9.07,16.27,11.13,1,Possession,30.917245,75.692108,496,1
LA09032,Airport,Madhya Pradesh,Jabalpur,915.41,500,5,0,41,55.89,53.96,43.49,37.67,73.41,72.81,19.19,78,67,1.0,7.14,24.14,13.16,3,Compensation,23.166823,79.998331,54,0
LA09033,Industrial Corridor,Telangana,Karimnagar,101.65,141,3,1,79,82.75,60.25,64.64,55.09,71.44,79.29,7.52,32,16,2.02,7.19,15.44,18.74,1,Possession,18.265592,79.222051,38,0
LA09034,Power,Andhra Pradesh,Kurnool,243.65,289,2,1,51,46.14,61.25,51.68,34.43,49.67,37.38,11.53,45,94,5.07,9.91,16.74,18.23,2,Compensation,15.844792,78.068661,427,1
LA09035,Airport,Madhya Pradesh,Bhopal,38.68,5,1,1,53,33.27,53.14,41.89,47.59,36.4,33.11,3.08,72,27,6.97,9.0,16.31,14.95,2,Compensation,23.391797,77.298926,405,1
LA09036,Irrigation,Madhya Pradesh,Jabalpur,30.46,63,0,0,12,82.6,63.9,73.51,72.83,71.61,61.36,7.49,41,50,5.91,6.45,23.56,19.25,1,Possession,23.122026,79.983846,21,0
LA09037,Irrigation,Telangana,Warangal,7.33,5,1,1,48,82.75,76.7,64.91,80.4,64.51,80.09,14.59,34,56,4.41,10.44,11.57,11.18,1,Possession,17.947327,79.526785,19,0
LA09038,Metro,Telangana,Nalgonda,133.34,127,1,0,24,53.4,53.99,65.16,60.25,52.12,66.93,7.3,72,22,3.02,9.55,20.01,8.28,1,Compensation,16.99383,79.298326,77,0
LA09039,Power,Telangana,Nalgonda,330.2,406,2,3,87,52.74,36.44,64.2,30.69,48.49,56.35,9.79,42,79,7.24,13.73,25.2,20.25,4,Compensation,17.086944,79.202089,516,1
LA09040,Metro,Punjab,Amritsar,81.93,106,1,1,78,58.03,58.76,48.59,42.65,44.36,57.56,9.67,41,5,3.25,8.81,8.77,22.52,1,Compensation,31.644996,74.881957,70,0
LA09041,Metro,Tamil Nadu,Coimbatore,58.9,60,1,1,35,41.56,46.43,45.97,46.94,63.46,35.66,7.64,62,38,4.93,6.23,25.1,16.3,1,Compensation,11.063863,76.833499,57,0
LA09042,Railway,Karnataka,Belagavi,45.54,88,3,1,61,43.8,47.28,62.85,90.92,57.92,37.83,9.52,113,35,5.78,8.06,14.05,9.2,1,Possession,15.873975,74.480448,83,0
LA09043,Airport,Punjab,Patiala,108.01,102,2,1,59,39.15,48.77,62.08,39.76,44.92,57.01,11.6,64,46,5.71,6.34,8.72,12.35,1,Compensation,30.364233,76.284903,315,1
LA09044,Irrigation,Rajasthan,Jodhpur,83.46,109,1,0,16,71.66,69.86,70.97,66.21,67.3,82.2,9.41,69,33,5.81,13.87,29.72,21.55,3,Possession,26.249885,73.13815,71,0
LA09045,Airport,Madhya Pradesh,Gwalior,137.2,119,1,1,25,58.63,77.53,55.33,58.17,60.16,75.99,7.95,51,28,2.2,6.72,16.4,9.7,0,Compensation,26.344058,78.27543,53,0
LA09046,Irrigation,Rajasthan,Sawai Madhopur,90.93,148,2,1,44,58.88,52.21,35.21,13.29,53.91,41.23,8.89,80,56,4.21,8.4,18.66,13.89,1,Award,25.932433,76.462305,311,1
LA09047,Railway,Tamil Nadu,Chennai,48.69,47,2,1,29,65.08,71.51,61.19,59.75,73.49,69.77,15.54,58,11,5.56,7.84,32.47,15.65,2,Possession,13.047891,80.358524,240,1
LA09048,Metro,Madhya Pradesh,Bhopal,25.72,67,2,3,94,68.11,77.58,54.15,59.62,74.75,62.22,11.11,74,79,7.12,3.66,24.54,9.36,3,Possession,23.361922,77.388747,477,1
LA09049,Urban Development,Tamil Nadu,Madurai,97.29,32,1,2,72,87.93,63.93,83.48,69.82,58.09,82.99,13.3,59,54,6.16,6.28,12.51,19.62,3,Rehabilitation & Resettlement,9.998032,78.142444,49,0
LA09050,Highway,Maharashtra,Pune,138.38,47,4,1,33,59.1,83.8,61.69,69.04,71.12,81.21,14.04,55,18,4.22,8.34,30.46,15.63,2,Possession,18.49622,73.931067,392,1
LA09051,Airport,Telangana,Warangal,37.77,103,2,0,55,55.39,89.43,51.86,67.3,85.0,69.44,9.85,53,5,3.72,8.55,30.18,17.07,1,Compensation,17.922361,79.52444,277,1
LA09052,Urban Development,Telangana,Karimnagar,101.25,48,2,1,34,74.05,53.37,41.0,85.11,71.86,75.67,13.64,66,55,1.32,5.92,19.91,16.27,2,Possession,18.360049,79.170801,296,1
LA09053,Airport,Punjab,Amritsar,209.51,125,3,0,89,39.6,65.26,61.8,47.07,52.12,65.71,3.27,75,74,4.15,6.3,15.49,11.46,2,Compensation,31.521793,74.996834,16,0
LA09054,Highway,Gujarat,Surat,27.26,72,1,0,20,56.9,56.85,59.1,58.74,55.88,69.65,11.23,47,5,4.38,8.89,9.63,14.85,0,Compensation,21.076319,72.898169,331,1
LA09055,Industrial Corridor,Karnataka,Belagavi,212.28,290,3,0,32,60.06,71.6,63.33,50.35,73.7,70.09,14.38,58,48,5.97,9.27,26.35,5.84,1,Compensation,15.712984,74.523438,354,1
LA09056,Airport,Rajasthan,Jodhpur,98.17,158,1,0,65,60.47,74.2,33.49,72.23,72.98,93.59,7.56,69,63,4.65,7.2,22.72,20.28,3,Compensation,26.31462,72.923907,353,1
LA09057,Irrigation,Gujarat,Vadodara,84.31,89,2,5,145,59.12,58.72,47.21,54.44,43.92,61.1,15.38,85,26,9.55,12.49,20.68,14.85,4,Compensation,22.352111,73.160842,508,1
LA09058,Urban Development,Telangana,Hyderabad,125.59,151,0,2,84,45.33,36.4,10.05,41.0,33.3,30.82,13.91,96,60,6.45,8.42,23.68,15.82,3,Award,17.358027,78.409849,515,1
LA09059,Irrigation,Gujarat,Vadodara,26.62,6,1,2,87,55.48,69.53,61.88,71.96,78.15,78.64,7.03,52,57,4.66,13.57,15.02,17.17,1,Possession,22.265436,73.178799,286,1
LA09060,Highway,Uttar Pradesh,Lucknow,35.84,63,1,1,50,58.21,32.17,59.83,42.81,41.32,43.01,13.01,80,60,7.01,15.26,27.36,9.36,4,Compensation,26.788378,80.959317,476,1
LA09061,Irrigation,Madhya Pradesh,Indore,34.05,62,3,4,94,78.99,80.43,100.0,67.26,68.37,80.88,10.37,55,47,6.43,10.75,17.93,4.0,1,Rehabilitation & Resettlement,22.742383,75.749889,7,0
LA09062,Industrial Corridor,Andhra Pradesh,Guntur,37.34,30,1,0,42,54.03,46.88,43.31,46.15,44.73,47.98,7.19,76,14,6.14,11.96,10.73,15.06,2,Compensation,16.303509,80.372687,62,0
LA09063,Urban Development,Andhra Pradesh,Guntur,67.95,52,0,1,105,64.6,68.48,74.78,75.48,70.0,78.75,12.29,56,41,6.88,7.89,24.29,15.53,2,Possession,16.194414,80.496834,420,1
LA09064,Airport,Punjab,Patiala,259.83,327,0,1,49,13.5,32.75,44.47,50.53,30.89,35.62,9.29,75,28,1.76,2.62,24.1,18.61,2,Award,30.309274,76.434344,450,1
LA09065,Power,Telangana,Nalgonda,36.85,23,3,1,39,28.4,17.09,26.35,27.15,25.49,19.59,10.52,115,34,5.83,11.91,15.77,15.99,1,Award,17.111876,79.229915,378,1
LA09066,Highway,Tamil Nadu,Madurai,69.15,111,1,0,10,84.66,77.32,65.56,86.46,78.24,70.51,13.01,28,56,3.94,11.74,17.63,10.97,1,Rehabilitation & Resettlement,9.929427,78.154116,396,1
LA09067,Industrial Corridor,Tamil Nadu,Coimbatore,160.87,302,2,1,70,73.04,87.59,68.11,55.04,89.92,88.9,10.62,28,85,5.11,7.67,11.73,12.59,1,Possession,11.144808,76.959226,488,1
LA09068,Urban Development,Rajasthan,Sawai Madhopur,16.75,42,1,1,43,48.11,45.56,62.52,49.0,55.17,56.77,12.25,75,68,6.67,8.76,20.0,4.0,4,Compensation,26.025822,76.247854,476,1
LA09069,Irrigation,Telangana,Warangal,58.62,74,0,1,50,69.85,81.35,22.25,61.77,46.37,60.13,7.48,61,5,6.3,3.98,21.15,14.89,2,Compensation,17.883203,79.566909,71,0
LA09070,Urban Development,Tamil Nadu,Madurai,195.61,250,0,0,12,13.59,37.34,23.97,21.61,19.21,29.36,6.45,38,14,5.88,2.0,6.37,16.46,0,Preliminary Notification,9.975499,78.245962,401,1
LA09071,Irrigation,Punjab,Amritsar,152.23,200,4,0,19,40.97,35.44,32.58,40.87,30.65,24.46,7.35,69,89,5.59,9.31,21.5,18.54,3,Award,31.720813,74.830419,421,1
LA09072,Airport,Andhra Pradesh,Kurnool,49.6,7,1,1,28,52.62,45.45,52.01,53.14,53.19,54.65,5.62,38,56,4.77,7.39,30.29,17.06,1,Compensation,15.830116,78.008811,2,0
LA09073,Power,Punjab,Amritsar,70.73,114,2,1,60,79.83,67.84,68.19,55.43,70.61,90.14,6.57,65,28,7.04,10.04,20.29,21.54,3,Possession,31.549084,74.849379,283,1
LA09074,Highway,Andhra Pradesh,Guntur,161.37,184,4,2,55,57.93,70.91,54.05,35.32,52.52,63.26,10.93,48,48,9.09,12.33,22.03,23.39,3,Compensation,16.495566,80.378617,382,1
LA09075,Power,Madhya Pradesh,Indore,49.2,48,0,2,76,61.8,55.08,47.47,65.28,59.85,62.69,12.1,81,41,7.46,7.92,33.84,11.2,4,Compensation,22.631549,75.774991,481,1
LA09076,Irrigation,Gujarat,Rajkot,95.47,156,3,2,95,49.25,71.73,46.43,71.13,63.84,52.3,13.03,73,75,6.22,11.21,23.69,4.4,4,Compensation,22.32067,70.765934,491,1
LA09077,Power,Andhra Pradesh,Guntur,402.51,510,4,0,94,50.88,43.4,31.81,35.84,29.71,24.46,11.54,74,53,6.17,7.75,20.19,17.94,2,Award,16.347362,80.28206,458,1
LA09078,Airport,Karnataka,Bengaluru Urban,53.23,71,2,3,58,46.99,56.6,29.55,36.2,26.35,43.34,9.64,45,5,7.65,14.03,13.48,10.24,2,Award,12.931768,77.63301,491,1
LA09079,Metro,Andhra Pradesh,Visakhapatnam,150.34,114,4,1,65,38.23,30.91,6.21,34.31,26.49,21.95,7.57,72,70,7.01,6.65,9.93,13.62,3,Award,17.800989,83.116666,503,1
LA09080,Power,Uttar Pradesh,Kanpur Nagar,20.79,58,4,3,65,70.28,80.08,67.92,65.65,76.88,80.55,10.78,52,57,3.88,11.17,19.0,19.01,1,Possession,26.364342,80.383065,116,0
LA09081,Airport,Maharashtra,Nagpur,104.02,155,0,0,42,58.17,48.62,53.61,54.94,43.6,51.81,4.04,58,34,4.24,11.47,25.1,6.41,0,Compensation,21.106758,79.140848,61,0
LA09082,Power,Telangana,Hyderabad,84.29,62,3,2,108,35.76,37.54,40.85,45.57,31.67,42.31,12.18,64,32,6.51,5.83,19.44,9.06,3,Compensation,17.372906,78.303627,461,1
LA09083,Metro,Gujarat,Rajkot,142.0,199,1,1,44,46.67,86.09,64.56,83.72,61.85,73.91,8.88,46,70,3.24,9.55,22.94,9.92,1,Possession,22.127402,70.813881,29,0
LA09084,Airport,Telangana,Nalgonda,66.7,148,2,3,116,56.8,66.87,49.28,42.06,52.4,54.29,13.82,66,53,6.58,11.35,14.04,12.09,3,Compensation,17.125682,79.130756,382,1
LA09085,Highway,Andhra Pradesh,Kurnool,98.13,152,0,0,45,55.55,90.17,67.62,100.0,78.06,74.46,4.66,60,5,1.94,8.15,17.82,19.75,1,Possession,15.789651,77.863902,150,1
LA09086,Urban Development,Rajasthan,Sawai Madhopur,155.16,155,2,1,41,46.3,67.0,44.14,36.73,47.44,45.42,8.98,60,102,6.78,11.73,11.57,12.54,2,Compensation,25.857219,76.373194,92,0
LA09087,Irrigation,Uttar Pradesh,Lucknow,55.8,33,2,1,42,72.11,67.92,53.59,60.53,72.64,65.63,6.3,69,65,6.04,7.1,16.1,17.08,3,Possession,26.91473,80.859504,419,1
LA09088,Industrial Corridor,Andhra Pradesh,Vijayawada,157.26,136,3,1,81,6.7,43.05,9.33,16.08,31.76,33.6,11.85,85,38,1.0,9.06,18.1,9.31,1,Preliminary Notification,16.464642,80.740048,433,1
LA09089,Highway,Telangana,Karimnagar,43.94,50,2,2,100,79.1,60.74,69.0,34.54,59.34,59.83,13.56,66,93,4.86,15.69,12.33,20.38,5,Possession,18.559727,79.116502,507,1
LA09090,Industrial Corridor,Uttar Pradesh,Agra,85.25,132,1,0,40,100.0,69.41,51.62,69.74,74.59,62.8,8.43,58,88,5.24,10.44,13.56,18.68,2,Possession,27.197815,78.108314,87,0
LA09091,Irrigation,Maharashtra,Nagpur,86.12,55,2,5,140,71.46,66.03,78.67,60.29,65.72,62.81,8.54,84,79,7.42,12.43,23.23,13.23,4,Possession,21.097837,79.239685,481,1
LA09092,Urban Development,Punjab,Bathinda,260.97,215,3,1,54,15.15,16.27,59.19,7.53,35.69,49.21,9.74,71,50,2.51,13.24,23.18,17.94,2,Award,30.281193,74.89933,75,0
LA09093,Irrigation,Madhya Pradesh,Indore,153.28,146,0,0,28,24.08,45.61,55.22,25.6,53.87,40.46,9.35,93,27,3.23,12.71,11.69,9.91,2,Award,22.691582,75.804844,67,0
LA09094,Metro,Maharashtra,Nashik,63.34,10,2,2,38,72.15,65.37,66.37,59.32,37.29,74.07,9.42,54,47,6.54,9.52,17.07,15.48,1,Possession,20.105782,73.733431,2,0
LA09095,Airport,Madhya Pradesh,Gwalior,60.04,32,0,0,27,40.69,32.68,51.04,40.1,46.96,51.45,7.51,76,13,1.33,9.59,16.62,10.9,1,Compensation,26.268291,78.083903,261,1
LA09096,Airport,Maharashtra,Nagpur,181.74,156,3,0,60,60.95,61.02,77.65,50.91,59.67,70.3,10.72,73,64,4.49,6.48,19.31,7.76,2,Possession,21.110065,79.162074,33,0
LA09097,Railway,Telangana,Nalgonda,122.31,89,1,3,72,13.64,9.86,5.0,32.28,5.0,14.2,6.54,44,86,6.17,7.48,22.41,10.19,2,Preliminary Notification,17.048224,79.346687,539,1
LA09098,Metro,Maharashtra,Pune,51.95,99,2,2,96,42.85,42.45,51.44,58.03,43.73,71.28,9.26,47,35,5.65,10.41,20.24,12.18,0,Compensation,18.622223,73.801651,6,0
LA09099,Airport,Madhya Pradesh,Gwalior,36.88,70,4,2,75,47.69,46.43,75.68,74.02,65.26,55.57,9.69,48,39,6.42,11.92,32.92,19.73,3,Possession,26.334547,78.222211,7,0
LA09100,Power,Telangana,Warangal,33.43,5,1,0,89,25.8,49.44,27.12,36.62,28.69,27.28,9.54,58,74,1.97,10.94,18.7,10.3,1,Award,17.969134,79.567989,308,1
LA09101,Industrial Corridor,Rajasthan,Kota,88.29,45,2,2,141,39.36,33.09,26.27,40.81,32.17,34.89,10.71,49,67,6.89,10.57,10.94,13.53,2,Award,25.191387,75.783901,460,1
LA09102,Highway,Andhra Pradesh,Visakhapatnam,152.88,263,7,1,48,34.3,22.72,31.11,27.9,19.18,34.69,8.96,63,54,7.7,14.08,6.93,22.44,4,Award,17.722878,83.300368,476,1
LA09103,Industrial Corridor,Madhya Pradesh,Bhopal,80.97,69,2,0,14,67.3,67.75,74.48,60.98,77.99,89.44,6.86,45,42,1.0,9.51,19.46,7.05,0,Possession,23.163566,77.426365,0,0
LA09104,Metro,Tamil Nadu,Coimbatore,53.28,5,1,1,50,88.39,83.65,87.8,91.6,77.49,89.62,12.94,87,87,6.52,13.54,13.19,14.43,5,Rehabilitation & Resettlement,11.099336,76.932101,370,1
LA09105,Highway,Karnataka,Mysuru,154.5,213,1,0,8,32.24,42.8,39.32,19.3,48.5,37.64,11.94,64,56,4.61,7.07,19.38,14.93,1,Award,12.238183,76.624145,284,1
LA09106,Metro,Uttar Pradesh,Kanpur Nagar,45.9,54,1,1,71,55.72,58.98,59.35,78.15,57.94,78.88,10.16,20,38,5.87,8.68,13.85,20.03,1,Possession,26.48969,80.514692,249,1
LA09107,Industrial Corridor,Telangana,Karimnagar,79.51,155,3,2,26,40.26,43.84,52.46,33.11,61.64,59.44,9.9,68,19,3.79,10.63,18.52,20.05,2,Compensation,18.302004,79.219395,365,1
LA09108,Airport,Uttar Pradesh,Lucknow,42.01,5,2,0,71,38.79,59.13,52.85,72.25,58.82,59.57,8.76,41,43,3.54,5.01,29.9,14.35,0,Compensation,26.826167,80.860357,73,0
LA09109,Railway,Madhya Pradesh,Indore,317.74,547,3,0,30,42.65,32.64,45.49,36.7,53.06,44.88,9.74,43,60,5.24,9.83,26.07,19.24,1,Compensation,22.744287,75.940145,305,1
LA09110,Power,Telangana,Hyderabad,190.79,223,3,0,36,47.83,37.45,55.3,48.35,84.68,63.21,10.15,78,60,4.61,5.88,19.95,7.09,1,Compensation,17.404042,78.509304,304,1
LA09111,Irrigation,Karnataka,Belagavi,75.11,137,4,2,118,34.04,23.97,46.32,46.88,50.36,35.62,10.85,77,62,4.69,10.9,16.11,15.05,2,Compensation,15.837683,74.545945,370,1
LA09112,Irrigation,Uttar Pradesh,Agra,401.53,725,2,1,92,33.12,61.88,42.47,66.18,59.97,47.67,12.4,56,43,2.46,11.66,25.17,24.9,2,Compensation,27.224986,77.890455,434,1
LA09113,Urban Development,Karnataka,Belagavi,45.41,5,1,1,30,62.97,62.33,52.38,57.32,63.33,69.0,10.54,25,27,5.21,10.94,24.54,15.66,0,Compensation,15.837294,74.606645,50,0
LA09114,Industrial Corridor,Punjab,Bathinda,162.56,91,3,2,67,30.89,25.49,29.56,30.05,23.5,33.45,10.04,87,25,5.02,8.31,6.46,12.63,1,Award,30.207065,74.913404,401,1
LA09115,Power,Madhya Pradesh,Jabalpur,33.59,5,0,1,69,32.44,43.87,37.62,48.02,41.84,26.58,7.79,48,67,2.84,9.5,25.37,12.32,1,Award,23.21338,80.00076,329,1
LA09116,Airport,Tamil Nadu,Chennai,140.71,98,2,1,41,49.91,58.46,88.58,46.13,65.74,73.2,12.06,57,100,6.42,7.01,25.36,19.52,4,Possession,13.100579,80.304259,511,1
LA09117,Railway,Punjab,Amritsar,6.4,8,2,1,52,54.2,83.58,77.57,80.92,50.11,82.87,16.41,25,57,3.27,6.96,23.39,15.36,1,Possession,31.485365,75.00088,109,0
LA09118,Industrial Corridor,Punjab,Amritsar,81.98,130,0,0,6,47.66,33.98,54.57,49.41,41.34,52.13,9.44,78,65,5.43,8.02,23.69,4.0,2,Compensation,31.590204,74.77218,99,0
LA09119,Metro,Tamil Nadu,Salem,218.98,214,0,3,100,64.61,41.1,54.81,43.75,81.58,65.04,9.84,68,37,4.75,8.71,21.5,6.49,1,Compensation,11.623163,78.18674,23,0
LA09120,Industrial Corridor,Punjab,Bathinda,353.49,602,2,1,96,67.8,80.17,68.02,75.44,83.27,63.59,10.51,85,56,4.34,10.06,25.62,15.69,1,Possession,30.170161,74.976582,86,0
LA09121,Airport,Punjab,Ludhiana,211.41,250,4,1,113,36.59,54.22,21.63,31.4,58.87,48.28,10.68,68,73,4.1,12.16,25.32,13.15,3,Award,30.919811,75.901074,532,1
LA09122,Railway,Karnataka,Dharwad,15.16,13,3,0,36,90.3,76.11,98.24,68.33,78.03,98.22,9.97,51,91,5.59,7.88,17.0,20.22,2,Rehabilitation & Resettlement,15.486565,75.09937,311,1
LA09123,Metro,Gujarat,Ahmedabad,90.43,87,3,2,94,34.86,15.91,19.32,26.12,30.15,34.01,13.26,64,113,7.25,9.88,15.55,9.01,4,Award,22.924588,72.59294,530,1
LA09124,Industrial Corridor,Andhra Pradesh,Vijayawada,504.76,749,6,2,173,61.28,58.06,59.39,65.18,66.21,49.84,13.38,37,90,7.6,12.53,17.69,23.98,5,Possession,16.39307,80.662251,549,1
LA09125,Airport,Uttar Pradesh,Agra,163.51,171,4,2,130,44.33,71.86,65.87,34.3,50.39,59.07,10.19,79,34,6.57,10.02,20.11,10.92,2,Compensation,27.129889,77.909288,434,1
LA09126,Power,Madhya Pradesh,Indore,66.08,112,2,2,64,38.78,61.33,27.56,33.42,60.08,64.87,6.66,61,5,6.85,8.36,20.28,14.19,2,Award,22.598835,75.904259,445,1
LA09127,Urban Development,Rajasthan,Jaipur,38.64,69,1,3,83,19.95,26.5,7.06,25.82,24.27,27.81,12.69,57,57,8.65,11.09,5.51,10.83,2,Preliminary Notification,26.838434,75.780601,64,0
